id,nset1,nset2,nset3,nset4,nset5,nset6,nset7,nset8,nset9,nset10,nset11,nset12,mset1,mset2,mset3,mset4,mset5,mset6,mset7,mset8,mset9,mset10,mset11,mset12,TotAmt,TotTrans
4,0,0.323,0.142,0.122,0.007,0.024,0.01,0.083,0.073,0.042,0,0,0,0.191,0.185,0.067,0.003,0.012,0.006,0.035,0.095,0.09,0,0,7247900.4,288
12,0.022,0.086,0.032,0.29,0,0.011,0.032,0.172,0.043,0.118,0,0,0.007,0.079,0.086,0.188,0,0.003,0.317,0.147,0.005,0.047,0,0,2124038.65,93
16,0.2,0,0,0.2,0,0.1,0,0.1,0,0,0,0.1,0.08,0,0,0.351,0,0.178,0,0.032,0,0,0,0.018,168146.87,20
24,0,0.194,0.019,0,0,0.049,0.01,0,0,0,0,0,0,0.21,0.048,0,0,0.3,0.013,0,0,0,0,0,1065584.46,103
28,0,0.474,0,0.158,0,0.105,0,0.105,0,0.158,0,0,0,0.596,0,0.157,0,0.127,0,0.03,0,0.091,0,0,245306.67,19
31,0,0.417,0.028,0.083,0.056,0.028,0.083,0,0,0.306,0,0,0,0.481,0.033,0.061,0.154,0.04,0.146,0,0,0.085,0,0,792504.85,36
34,0,0,0,0.167,0.583,0,0.042,0,0,0.083,0,0,0,0,0,0.141,0.662,0,0.032,0,0,0.037,0,0,582345.59,24
47,0,0,0,0.26,0.02,0.16,0.04,0.08,0,0.1,0.02,0,0,0,0,0.208,0.015,0.109,0.012,0.047,0,0.044,0.313,0,1266194.76,50
87,0,0,0,0.238,0,0,0,0,0,0.524,0,0,0,0,0,0.004,0,0,0,0,0,0.248,0,0,313863.97,21
104,0,0.177,0,0.235,0.235,0,0,0,0,0,0,0,0,0.179,0,0.188,0.341,0,0,0,0,0,0,0,321894.45,17
109,0,0.356,0,0.067,0,0,0,0,0,0.578,0,0,0,0.544,0,0.096,0,0,0,0,0,0.36,0,0,389390.96,45
132,0,0.523,0.177,0.124,0.011,0.056,0.008,0.011,0,0,0.019,0.004,0,0.096,0.11,0.139,0.006,0.037,0.003,0.001,0,0,0.558,0.002,5601126.23,266
162,0,0,0.091,0.091,0,0,0,0,0,0,0.091,0,0,0,0.005,0.025,0,0,0,0,0,0,0.863,0,2946227.49,11
166,0,0.027,0,0.324,0,0,0,0,0,0.595,0.027,0,0,0.064,0,0.361,0,0,0,0,0,0.128,0.436,0,1397538.47,37
174,0,0.246,0.279,0,0.016,0,0.033,0.033,0,0.344,0,0.016,0,0.099,0.139,0,0.006,0,0.005,0.001,0,0.709,0,0.006,2654182.79,61
197,0,0.029,0.706,0.147,0,0.029,0.059,0,0,0,0,0,0,0.019,0.773,0.148,0,0.008,0.034,0,0,0,0,0,1722778.46,68
202,0.026,0.237,0.263,0,0.053,0,0.079,0,0,0.237,0,0,0.02,0.047,0.239,0,0.011,0,0.043,0,0,0.422,0,0,1100075.86,38
205,0,0,0,0.5,0.214,0.286,0,0,0,0,0,0,0,0,0,0.133,0.183,0.684,0,0,0,0,0,0,205367.76,14
213,0,0.179,0.286,0.107,0,0.036,0.071,0.286,0,0,0,0,0,0.29,0.317,0.018,0,0.039,0.05,0.113,0,0,0,0,385858.57,28
220,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0.168,0,0.011,0,0,0,0,0,0,0,0,57038.09,10
221,0,0,0,0,0.111,0,0.056,0,0,0.833,0,0,0,0,0,0,0.51,0,0.04,0,0,0.45,0,0,187671.03,18
230,0.014,0.541,0,0.149,0.169,0.068,0,0.047,0,0,0,0,0,0.518,0,0.103,0.306,0.04,0,0.019,0,0,0,0,3120057.93,148
245,0,0.177,0.059,0,0,0,0,0,0,0.706,0,0,0,0.002,0.001,0,0,0,0,0,0,0.222,0,0,1958115.48,17
249,0,0.03,0.836,0.09,0,0,0,0,0.03,0,0.015,0,0,0.104,0.669,0,0,0,0,0,0.001,0,0.227,0,1358648.14,67
257,0.032,0.387,0,0.097,0.161,0.129,0,0.032,0,0,0,0,0.12,0.201,0,0.183,0.192,0.121,0,0.028,0,0,0,0,470967.45,31
264,0.026,0.551,0,0.09,0.103,0.128,0.039,0,0,0,0,0.051,0.014,0.485,0,0.168,0.116,0.096,0.037,0,0,0,0,0.059,1079733.63,78
284,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0.132,0,0.069,0,0,0,0,0,0,0,356588.98,6
291,0,0.8,0,0,0,0.067,0.133,0,0,0,0,0,0,0.793,0,0,0,0.035,0.172,0,0,0,0,0,316422.15,15
310,0,0,0,0.667,0.222,0.111,0,0,0,0,0,0,0,0,0,0.157,0.627,0.217,0,0,0,0,0,0,52475.62,9
338,0,0.2,0,0,0.2,0.333,0,0.067,0,0.133,0,0,0,0.169,0,0,0.16,0.329,0,0.047,0,0.244,0,0,70100.57,15
344,0,0,0,0.167,0.333,0,0,0,0,0,0.167,0,0,0,0,0.017,0.017,0,0,0,0,0,0.951,0,1361931.52,6
358,0,0.409,0,0,0.014,0,0,0.028,0,0,0.31,0.014,0,0.16,0,0,0.005,0,0,0.034,0,0,0.612,0.002,3544126.03,71
361,0,0,0.636,0.182,0.182,0,0,0,0,0,0,0,0,0,0.593,0.006,0.401,0,0,0,0,0,0,0,277062.66,11
362,0,0.138,0.035,0,0.138,0,0,0.035,0,0,0,0,0,0.039,0.002,0,0.145,0,0,0,0,0,0,0,746123.87,29
364,0,0.333,0.667,0,0,0,0,0,0,0,0,0,0,0.509,0.491,0,0,0,0,0,0,0,0,0,150794.61,6
368,0,0.125,0.094,0.375,0.125,0.063,0.063,0,0,0.031,0,0,0,0.085,0.227,0.368,0.089,0.026,0.095,0,0,0.057,0,0,746798.75,32
371,0.119,0.119,0,0.167,0,0.071,0,0.048,0.143,0,0,0.095,0.035,0.015,0,0.161,0,0.072,0,0.015,0.002,0,0,0.202,606973.16,42
379,0,0.63,0.185,0.111,0,0,0,0,0,0,0.074,0,0,0.628,0.054,0.009,0,0,0,0,0,0,0.309,0,1021436.8,27
381,0.024,0.548,0.024,0,0.167,0.048,0.048,0,0,0,0,0,0.014,0.627,0.031,0,0.104,0.056,0.057,0,0,0,0,0,544185.27,42
392,0,0.026,0,0,0,0,0,0,0.158,0,0,0.816,0,0.021,0,0,0,0,0,0,0.099,0,0,0.88,865311.6,38
393,0,0.519,0.185,0.111,0.074,0,0,0.037,0,0,0,0,0,0.524,0.213,0.053,0.087,0,0,0.087,0,0,0,0,352157.86,27
409,0,0,0.571,0,0,0,0,0,0.429,0,0,0,0,0,0.997,0,0,0,0,0,0.003,0,0,0,208634.49,7
422,0.1,0.3,0,0,0.4,0,0.2,0,0,0,0,0,0.129,0.394,0,0,0.301,0,0.177,0,0,0,0,0,86300.65,10
431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8537.01,11
432,0,0,0.32,0,0.04,0,0,0,0,0.4,0,0,0,0,0.227,0,0.025,0,0,0,0,0.203,0,0,2340592.99,25
441,0,0.227,0.091,0.136,0.273,0,0.046,0.182,0.046,0,0,0,0,0.459,0.259,0.001,0.196,0,0.018,0.056,0.012,0,0,0,529080.76,22
452,0,0.021,0,0.106,0.043,0.021,0.085,0.043,0,0.553,0,0,0,0.001,0,0.124,0.324,0.008,0.009,0.167,0,0.209,0,0,568592.32,47
467,0.009,0.131,0.072,0.131,0.11,0.03,0.03,0.246,0,0.127,0,0,0.022,0.178,0.244,0.085,0.164,0.03,0.012,0.002,0,0.121,0,0,4831563.97,236
475,0.125,0.25,0.5,0.125,0,0,0,0,0,0,0,0,0.534,0.209,0.183,0.074,0,0,0,0,0,0,0,0,1316081.49,16
481,0,0.158,0,0.105,0.105,0,0.105,0.053,0,0,0,0,0,0.007,0,0.001,0.011,0,0.029,0.01,0,0,0,0,2277935.34,19
497,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,214450.89,16
516,0,0,0,0.833,0,0,0,0,0,0,0,0,0,0,0,0.757,0,0,0,0,0,0,0,0,42621.78,6
541,0,0,0,0.647,0,0,0,0,0,0.353,0,0,0,0,0,0.017,0,0,0,0,0,0.983,0,0,155719.31,17
548,0,0,0,0.346,0.018,0,0.036,0,0,0.473,0.018,0,0,0,0,0.281,0.009,0,0.001,0,0,0.038,0.452,0,2868507.88,55
566,0,0.118,0.765,0.059,0,0.059,0,0,0,0,0,0,0,0.019,0.972,0.004,0,0.004,0,0,0,0,0,0,2572532.3,17
575,0,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0.289,0.144,0,0,0,0,0,0,0,0,0,385045.68,20
576,0.011,0.131,0.026,0.347,0.073,0.004,0.022,0.069,0.084,0,0,0.004,0.003,0.1,0.052,0.227,0.01,0.001,0.017,0.011,0.037,0,0,0,8388025.06,274
579,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0,0.251,0,0,0,0,0,0.306,0,0,0,0,50752.9,6
589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,204606.3,9
592,0,0.375,0.5,0.125,0,0,0,0,0,0,0,0,0,0.475,0.348,0.178,0,0,0,0,0,0,0,0,101020.73,8
599,0,0.286,0.319,0.059,0.017,0.008,0,0.025,0,0.05,0.076,0,0,0.1,0.157,0.013,0.012,0.002,0,0.003,0,0.038,0.59,0,3538622.65,119
603,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,173524.45,14
624,0.021,0.685,0,0.016,0.128,0.027,0.016,0,0.005,0,0,0.027,0.006,0.764,0,0.001,0.147,0.041,0.001,0,0,0,0,0.002,2020161.52,187
626,0.013,0,0,0.474,0,0.013,0.09,0,0,0.231,0,0,0,0,0,0.787,0,0.025,0.039,0,0,0.053,0,0,2100283.91,78
632,0,0.091,0.318,0,0.136,0.046,0,0.046,0,0,0,0.046,0,0.026,0.161,0,0.114,0.427,0,0.032,0,0,0,0.038,749014.68,22
639,0,0.289,0,0,0.077,0,0,0,0.039,0,0,0,0,0.158,0,0,0.086,0,0,0,0.001,0,0,0,1018285.88,52
653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16513.84,20
655,0.037,0.037,0,0.296,0.185,0,0.185,0.074,0,0,0,0.037,0.04,0.113,0,0.102,0.427,0,0.037,0.134,0,0,0,0.041,497621.14,27
664,0.053,0,0,0.79,0,0,0,0,0.105,0,0,0,0.066,0,0,0.391,0,0,0,0,0.001,0,0,0,715577.41,19
680,0,0.039,0,0.49,0.157,0,0.02,0.02,0,0,0.196,0,0,0.074,0,0.034,0.275,0,0.028,0.072,0,0,0.198,0,336295.22,51
686,0,0.1,0.1,0.5,0.1,0.1,0,0.1,0,0,0,0,0,0.204,0.333,0.009,0.231,0.081,0,0.143,0,0,0,0,155670.1,10
714,0.1,0.05,0,0,0.3,0,0.05,0.15,0,0,0,0,0.072,0.01,0,0,0.016,0,0.026,0.008,0,0,0,0,1331520.85,20
726,0.01,0.346,0.087,0.289,0,0.01,0.01,0.01,0,0.106,0,0.01,0.002,0.284,0.155,0.065,0,0.003,0.005,0.004,0,0.264,0,0.019,3238903.04,104
757,0,0.02,0.02,0.122,0,0,0.02,0.02,0,0.225,0,0,0,0.016,0.009,0.083,0,0,0,0.002,0,0.03,0,0,1184123.21,49
761,0,0,0,0,0.333,0.083,0,0.25,0.167,0,0,0.167,0,0,0,0,0.304,0.045,0,0.004,0.056,0,0,0.591,192123.61,12
774,0,0.429,0,0,0,0,0,0.571,0,0,0,0,0,0.858,0,0,0,0,0,0.142,0,0,0,0,116439,7
784,0,0,0.25,0.125,0,0,0,0,0,0,0.125,0,0,0,0.081,0.028,0,0,0,0,0,0,0.753,0,629130.61,8
789,0.066,0.286,0.033,0.253,0.011,0.011,0.011,0.011,0.121,0,0,0.022,0.025,0.275,0.028,0.076,0.015,0.003,0.257,0.012,0.096,0,0,0.009,2646335.46,91
801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50137.22,8
816,0,0.152,0.109,0.152,0,0.152,0.022,0,0,0.217,0,0,0,0.074,0.079,0.025,0,0.373,0.016,0,0,0.214,0,0,2002935.06,46
841,0,0.143,0.343,0.029,0.143,0,0,0.057,0,0,0,0.029,0,0.152,0.411,0.001,0.159,0,0,0.085,0,0,0,0.048,1483922.37,35
843,0,0.447,0.263,0,0.026,0.026,0,0.026,0,0,0,0,0,0.404,0.298,0,0.052,0.035,0,0.034,0,0,0,0,584128.25,38
845,0,0.294,0.046,0.216,0.039,0.065,0.02,0.013,0.235,0,0,0.007,0,0.268,0.073,0.06,0.015,0.061,0.139,0.003,0.284,0,0,0.028,3189238.68,153
854,0,0,0,0.059,0.059,0,0,0.235,0.529,0,0.118,0,0,0,0,0.03,0.015,0,0,0.014,0.001,0,0.941,0,758351.26,17
855,0,0.781,0,0,0.031,0,0,0.063,0,0,0,0,0,0.389,0,0,0.018,0,0,0.02,0,0,0,0,1317555.2,32
862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,261440.52,22
873,0,0,0,0.083,0,0,0,0,0,0.917,0,0,0,0,0,0.027,0,0,0,0,0,0.974,0,0,41807.04,12
874,0.063,0.25,0.016,0.078,0.203,0,0.078,0.078,0.031,0,0,0,0.057,0.015,0.011,0.024,0.015,0,0.003,0.02,0,0,0,0,1625209.09,64
878,0,0,0.462,0,0,0.077,0,0.077,0.231,0,0,0,0,0,0.276,0,0,0.106,0,0.002,0.211,0,0,0,576621.32,13
885,0.024,0.537,0.073,0.098,0.049,0.024,0,0,0,0.073,0,0,0.006,0.397,0.076,0.312,0.054,0.014,0,0,0,0.104,0,0,725326.17,41
911,0,0.233,0.419,0.233,0,0.07,0,0,0,0,0,0,0,0.198,0.466,0.226,0,0.026,0,0,0,0,0,0,2192739.14,43
916,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0.666,0,0,0,0,0,0,0,0,127637.42,12
917,0,0,0,0.273,0,0,0,0,0,0.273,0.182,0,0,0,0,0.246,0,0,0,0,0,0.523,0.19,0,408222.85,11
935,0,0.8,0.1,0,0,0,0.1,0,0,0,0,0,0,0.597,0.126,0,0,0,0.278,0,0,0,0,0,200022.37,10
941,0,0.966,0,0,0,0,0,0,0,0,0.035,0,0,0.625,0,0,0,0,0,0,0,0,0.375,0,296222,29
952,0,0,0,0,0,0,0,0,0.022,0.913,0,0,0,0,0,0,0,0,0,0,0.017,0.632,0,0,2180072.19,46
957,0.008,0.04,0.304,0.496,0.024,0,0,0.04,0,0,0,0,0,0.018,0.577,0.263,0.072,0,0,0.017,0,0,0,0,4250122.66,125
958,0,0.571,0,0,0,0,0.071,0,0,0.357,0,0,0,0.114,0,0,0,0,0.552,0,0,0.335,0,0,52460.82,14
971,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,45103,6
972,0,0.5,0,0,0.167,0.083,0.25,0,0,0,0,0,0,0.492,0,0,0.173,0.028,0.307,0,0,0,0,0,168318.92,12
975,0,0.583,0.208,0,0.042,0,0,0.083,0,0,0,0,0,0.346,0.396,0,0.084,0,0,0.07,0,0,0,0,683111.02,24
980,0,0,0.042,0.458,0.083,0,0,0,0.375,0,0,0,0,0,0.001,0.67,0.002,0,0,0,0.327,0,0,0,1597616.34,24
984,0,0.256,0,0.116,0.005,0.029,0.005,0.266,0.005,0.106,0.005,0.01,0,0.227,0,0.112,0.006,0.027,0.008,0.169,0.006,0.023,0.113,0.006,2949733.98,207
989,0,0,0.308,0,0,0,0,0,0,0.692,0,0,0,0,0.165,0,0,0,0,0,0,0.835,0,0,493787.2,26
996,0.143,0.357,0,0,0.071,0,0.357,0.071,0,0,0,0,0.1,0.346,0,0,0.059,0,0.424,0.071,0,0,0,0,104106.53,14
1001,0,0,0,0.152,0,0,0,0,0,0.818,0,0,0,0,0,0.702,0,0,0,0,0,0.279,0,0,607391.26,33
1006,0,0,0,0.389,0.278,0.056,0,0.056,0,0.167,0,0,0,0,0,0.333,0.37,0.121,0,0.044,0,0.055,0,0,425922.54,18
1019,0,0.242,0.121,0.182,0.061,0,0,0,0,0,0,0,0,0.366,0.22,0.02,0.083,0,0,0,0,0,0,0,555154.29,33
1022,0,0.182,0.091,0.364,0.182,0.091,0,0,0,0,0,0,0,0.222,0.097,0.355,0.255,0.01,0,0,0,0,0,0,191396.56,11
1028,0,0,0.423,0,0,0,0.039,0,0,0.539,0,0,0,0,0.392,0,0,0,0.028,0,0,0.58,0,0,518544.64,26
1038,0,0.415,0.488,0,0,0,0.098,0,0,0,0,0,0,0.285,0.596,0,0,0,0.12,0,0,0,0,0,674017.53,41
1068,0,0.364,0.091,0.364,0.091,0,0.091,0,0,0,0,0,0,0.696,0.137,0.006,0.069,0,0.093,0,0,0,0,0,132690.14,11
1079,0,0.277,0.015,0.215,0,0.046,0.015,0,0,0.169,0,0,0,0.245,0.009,0.197,0,0.049,0.106,0,0,0.037,0,0,1290288.42,65
1103,0.071,0,0,0.643,0,0,0,0.071,0,0,0,0,0.075,0,0,0.078,0,0,0,0.286,0,0,0,0,197928.54,14
1105,0,0.165,0.087,0.311,0.01,0.01,0.029,0.058,0.019,0.107,0,0.019,0,0.298,0.092,0.213,0.017,0.009,0.009,0.018,0.004,0.202,0,0.009,3691818.19,103
1110,0,0.023,0,0.419,0,0,0,0,0,0.558,0,0,0,0.022,0,0.73,0,0,0,0,0,0.248,0,0,974301.76,43
1122,0,0.2,0.3,0,0.1,0,0.1,0.2,0,0,0,0,0,0.058,0.562,0,0.043,0,0.17,0.089,0,0,0,0,8009.02,10
1127,0,0.371,0.086,0.029,0,0,0.029,0,0,0,0,0,0,0.3,0.151,0.019,0,0,0.007,0,0,0,0,0,1402613.39,35
1138,0.064,0.085,0,0.128,0,0,0.043,0.064,0.043,0.128,0,0,0.027,0.063,0,0.026,0,0,0.032,0.149,0,0.015,0,0,1249571.77,47
1142,0,0.147,0,0.015,0.029,0.059,0,0.015,0,0,0.059,0,0,0.025,0,0.072,0.008,0.016,0,0.003,0,0,0.441,0,3735225.11,68
1143,0,0.571,0,0.071,0.143,0.071,0.071,0,0.071,0,0,0,0,0.521,0,0.084,0.136,0.123,0.052,0,0.085,0,0,0,142034.49,14
1147,0,0.154,0,0,0.462,0,0.308,0.077,0,0,0,0,0,0.31,0,0,0.333,0,0.326,0.032,0,0,0,0,227582.56,13
1153,0,0.395,0.023,0.186,0.163,0.023,0.023,0.023,0,0,0,0,0,0.471,0.011,0.035,0.205,0.022,0.009,0.009,0,0,0,0,737305.66,43
1164,0.071,0.036,0,0.107,0,0,0,0,0,0.571,0,0,0.118,0.045,0,0.125,0,0,0,0,0,0.379,0,0,461493.97,28
1168,0,0.357,0,0,0,0.5,0,0.071,0,0,0,0,0,0.707,0,0,0,0.16,0,0.06,0,0,0,0,549927.3,14
1169,0,0.068,0.205,0,0.091,0.023,0.023,0,0,0.591,0,0,0,0.085,0.494,0,0.106,0.046,0.031,0,0,0.238,0,0,913608.81,44
1184,0,0.091,0,0,0,0,0,0,0,0.909,0,0,0,0.457,0,0,0,0,0,0,0,0.543,0,0,95462.59,11
1188,0,0.267,0.133,0,0.133,0.067,0,0,0,0.4,0,0,0,0.466,0.137,0,0.162,0.03,0,0,0,0.205,0,0,189588,15
1189,0,0,0.533,0,0,0,0.2,0,0,0.2,0,0,0,0,0.579,0,0,0,0.11,0,0,0.084,0,0,293956.86,15
1206,0,0,0.2,0,0,0.1,0.2,0,0,0.5,0,0,0,0,0.324,0,0,0.087,0.457,0,0,0.132,0,0,91485.83,10
1218,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0.784,0.202,0,0,0,0,0,0,0,0,793388.04,6
1219,0.091,0.046,0.182,0.364,0,0.182,0,0,0,0,0,0.091,0.18,0.028,0.415,0.186,0,0.109,0,0,0,0,0,0.05,445896.62,22
1233,0,0.064,0.007,0.05,0.007,0.021,0,0.007,0,0.653,0,0,0,0.057,0.02,0.046,0.003,0.013,0,0.004,0,0.668,0,0,2179330.71,141
1234,0,0.195,0.146,0.22,0.049,0,0.024,0,0,0.244,0,0.024,0,0.352,0.105,0.149,0.089,0,0.032,0,0,0.208,0,0.026,450808,41
1243,0,0,0,0.308,0.077,0,0,0,0,0.462,0,0,0,0,0,0.501,0.106,0,0,0,0,0.067,0,0,688317.66,26
1253,0,0.333,0,0,0.238,0.206,0.095,0.032,0,0,0,0,0,0.601,0,0,0.13,0.117,0.047,0.003,0,0,0,0,1369337.81,63
1260,0,0.067,0,0,0.267,0.267,0,0.133,0,0,0,0.267,0,0.167,0,0,0.066,0.406,0,0.156,0,0,0,0.205,440015.84,15
1274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77983.42,24
1280,0,0,0,0.556,0,0,0.222,0,0,0,0,0,0,0,0,0.419,0,0,0.411,0,0,0,0,0,348447.87,9
1299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1163.28,6
1301,0,0.438,0,0.292,0.083,0,0.125,0,0,0,0,0,0,0.929,0,0.349,0.154,0,0.29,0,0,0,0,0,245668.16,48
1308,0,0.024,0,0.405,0.048,0,0.024,0.048,0.333,0.024,0,0,0,0.032,0,0.588,0.025,0,0.023,0.009,0.166,0.003,0,0,146110.41,42
1327,0,0.15,0,0,0.05,0.05,0.25,0,0,0.5,0,0,0,0.141,0,0,0.053,0.073,0.531,0,0,0.202,0,0,173591.05,20
1339,0,0.301,0.276,0,0,0.037,0,0.006,0,0,0,0,0,0.287,0.503,0,0,0.048,0,0.003,0,0,0,0,1461437.47,163
1341,0,0.391,0.174,0.044,0.348,0,0,0,0,0,0,0,0,0.325,0.239,0.047,0.342,0,0,0,0,0,0,0,310039.65,23
1344,0,0,0,0.778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47898.35,9
1362,0,0.25,0,0.05,0.35,0.1,0,0,0,0.25,0,0,0,0.284,0,0.016,0.505,0.054,0,0,0,0.141,0,0,1516613.35,40
1378,0,0.404,0.044,0.079,0.044,0.009,0.009,0.035,0,0,0,0,0,0.318,0.045,0.074,0.072,0.001,0.006,0.016,0,0,0,0,3660412.22,114
1423,0,0,0.556,0.278,0,0.056,0,0,0,0,0,0,0,0,0.784,0.01,0,0.057,0,0,0,0,0,0,136796.77,18
1424,0,0.057,0.019,0.076,0.019,0,0.057,0.019,0,0.717,0,0,0,0.155,0.046,0.122,0.012,0,0.096,0.089,0,0.385,0,0,558741.44,53
1426,0,0.129,0.357,0.286,0,0,0,0.014,0.043,0,0,0,0,0.198,0.538,0.21,0,0,0,0.04,0.001,0,0,0,2381468,70
1435,0,0,0,0.393,0.5,0,0.071,0.036,0,0,0,0,0,0,0,0.696,0.223,0,0.069,0.013,0,0,0,0,1200087.23,28
1441,0.093,0.116,0,0.581,0,0,0.023,0,0,0.163,0,0,0.08,0.06,0,0.792,0,0,0,0,0,0.026,0,0,904408.39,43
1442,0,0.167,0.583,0,0,0,0.167,0.083,0,0,0,0,0,0.151,0.335,0,0,0,0.456,0.059,0,0,0,0,158215.33,12
1461,0,0.135,0.243,0.405,0.108,0,0,0,0,0,0,0,0,0.267,0.439,0.074,0.065,0,0,0,0,0,0,0,642800.63,37
1470,0,0.056,0.29,0.355,0,0.075,0.019,0,0.019,0.037,0,0,0,0.066,0.23,0.423,0,0.064,0.004,0,0.004,0.007,0,0,1624244.5,107
1471,0,0.263,0,0.211,0.263,0.053,0,0,0,0,0,0,0,0.41,0,0.09,0.303,0.034,0,0,0,0,0,0,441996.82,19
1487,0,0.091,0.636,0.273,0,0,0,0,0,0,0,0,0,0.117,0.569,0.314,0,0,0,0,0,0,0,0,669616.38,11
1499,0.111,0.222,0,0.556,0.111,0,0,0,0,0,0,0,0.304,0.356,0,0.139,0.201,0,0,0,0,0,0,0,498079.94,9
1517,0,0.286,0,0.429,0.143,0,0.143,0,0,0,0,0,0,0.751,0,0.007,0.201,0,0.041,0,0,0,0,0,106689.13,7
1519,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35108.19,10
1527,0,0.457,0,0.13,0.087,0.076,0.044,0.022,0,0,0,0.087,0,0.367,0,0.22,0.088,0.049,0.065,0.031,0,0,0,0.087,1028255.53,92
1541,0,0,0,0.546,0,0,0,0,0,0,0,0.091,0,0,0,0.843,0,0,0,0,0,0,0,0.009,175445.12,11
1551,0,0.28,0,0,0.14,0.02,0.08,0.02,0.04,0,0,0.3,0,0.37,0,0,0.097,0.031,0.217,0.027,0.07,0,0,0.004,622850.97,50
1583,0,0.2,0.229,0.086,0,0,0.086,0,0,0.343,0.029,0.029,0,0.186,0.182,0.06,0,0,0.054,0,0,0.169,0.323,0.026,628770.23,35
1588,0,0,0,0.118,0,0,0,0,0,0.588,0,0,0,0,0,0.006,0,0,0,0,0,0.357,0,0,186613.2,17
1598,0,0,0.105,0,0,0.526,0.105,0.211,0,0,0,0.053,0,0,0.025,0,0,0.357,0.352,0.081,0,0,0,0.186,624834.54,19
1645,0,0.019,0,0.283,0,0,0,0.019,0,0.453,0,0,0,0.127,0,0.095,0,0,0,0.038,0,0.46,0,0,270771.55,53
1648,0.041,0.175,0.072,0.083,0.258,0.196,0,0.01,0.062,0,0,0.021,0.07,0.051,0.098,0.001,0.322,0.143,0,0.001,0.001,0,0,0.002,2034828.32,97
1663,0,0,0.143,0.286,0,0,0,0,0,0,0,0,0,0,0.321,0.251,0,0,0,0,0,0,0,0,57682.26,7
1666,0,0.471,0.353,0,0,0,0.118,0.059,0,0,0,0,0,0.168,0.271,0,0,0,0.516,0.045,0,0,0,0,656355.95,17
1667,0,0.188,0.563,0,0,0,0,0,0,0.125,0.063,0,0,0.088,0.228,0,0,0,0,0,0,0.072,0.58,0,1015537.52,16
1685,0,0.923,0.077,0,0,0,0,0,0,0,0,0,0,0.887,0.113,0,0,0,0,0,0,0,0,0,261775,26
1694,0,0.063,0,0.375,0.063,0.375,0,0.063,0,0,0,0,0,0.055,0,0.368,0.316,0.192,0,0.007,0,0,0,0,172178.76,16
1702,0,0,0.031,0.313,0.219,0,0,0,0,0.188,0,0,0,0,0.021,0.472,0.05,0,0,0,0,0.108,0,0,1360745.67,32
1703,0,0.306,0,0.167,0.139,0.028,0.028,0.139,0,0.167,0,0,0,0.316,0,0.201,0.04,0.023,0.008,0.057,0,0.299,0,0,1476493.14,36
1709,0,0.217,0.435,0,0,0,0.304,0.044,0,0,0,0,0,0.141,0.298,0,0,0,0.427,0.135,0,0,0,0,441154.33,23
1714,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.62,0.381,0,0,0,0,0,0,0,0,0,243101.47,6
1723,0.188,0.063,0.031,0.469,0.031,0.031,0.031,0,0,0,0,0,0.576,0.004,0.002,0.072,0.229,0.002,0.001,0,0,0,0,0,455828.9,32
1731,0,0.546,0,0.018,0.164,0.055,0,0.073,0,0,0,0,0,0.672,0,0,0.142,0.034,0,0.047,0,0,0,0,2102469.13,55
1749,0,0.957,0,0,0,0,0,0,0,0,0,0.043,0,0.936,0,0,0,0,0,0,0,0,0,0.064,436940.4,47
1759,0,0,0,0,0,0.048,0,0,0.286,0.524,0,0,0,0,0,0,0,0.122,0,0,0.055,0.287,0,0,385467.11,21
1785,0,0,0,0,0.25,0,0,0,0,0.375,0,0,0,0,0,0,0.399,0,0,0,0,0.054,0,0,218451.7,8
1786,0,0,0,0.857,0.143,0,0,0,0,0,0,0,0,0,0,0.587,0.413,0,0,0,0,0,0,0,29537.1,7
